year,risk_category,risk_label,term,term_source,exact_mentions,jieba_token_count,jieba_weight
2024,market,市场风险,汇率,seed,37,37,0.002306
2024,market,市场风险,海外,seed,29,29,0.0
2024,market,市场风险,竞争,seed,31,16,0.0
2024,market,市场风险,政策,seed,141,141,0.005878
2024,market,市场风险,投资,seed,904,751,0.026912
2024,market,市场风险,需求,seed,32,31,0.0
2024,market,市场风险,即期,word2vec,9,9,0.0
2024,market,市场风险,折算,word2vec,25,25,0.002141
2024,market,市场风险,本位币,word2vec,8,8,0.0
2024,market,市场风险,无风险,word2vec,2,2,0.0
2024,market,市场风险,激烈,word2vec,1,1,0.0
2024,market,市场风险,市场占有率,word2vec,1,1,0.0
2024,market,市场风险,房地产业,word2vec,3,0,0.0
2024,market,市场风险,市场份额,word2vec,1,1,0.0
2024,market,市场风险,需求量,word2vec,1,1,0.0
2024,market,市场风险,金融市场,word2vec,0,0,0.0
2024,organizational_propagation,组织传导风险,子公司,seed,390,390,0.024646
2024,organizational_propagation,组织传导风险,担保,seed,152,151,0.009849
2024,organizational_propagation,组织传导风险,关联,seed,114,31,0.002088
2024,organizational_propagation,组织传导风险,差额补足,seed,13,13,0.0
2024,organizational_propagation,组织传导风险,集团,seed,998,0,0.0
2024,organizational_propagation,组织传导风险,控股,seed,36,36,0.002024
2024,organizational_propagation,组织传导风险,联营,seed,157,157,0.014921
2024,organizational_propagation,组织传导风险,合营,seed,123,123,0.011189
2024,organizational_propagation,组织传导风险,支付现金,word2vec,2,1,0.0
2024,organizational_propagation,组织传导风险,贷款额度,word2vec,1,1,0.0
2024,organizational_propagation,组织传导风险,关联方,word2vec,83,83,0.007436
2025,liquidity,流动性风险,现金流,seed,116,115,0.009566
2025,liquidity,流动性风险,资金,seed,183,178,0.007767
2025,liquidity,流动性风险,回款,seed,1,1,0.0
2025,liquidity,流动性风险,流动性,seed,18,18,0.0
2025,liquidity,流动性风险,短期债务,seed,0,0,0.0
2025,liquidity,流动性风险,融资,seed,375,149,0.008476
2025,liquidity,流动性风险,筹资,seed,10,10,0.0
2025,liquidity,流动性风险,到期,seed,121,121,0.008062
2025,liquidity,流动性风险,偿付,seed,11,11,0.0
2025,liquidity,流动性风险,收支,word2vec,5,5,0.0
2025,liquidity,流动性风险,本息,word2vec,2,2,0.0
2025,liquidity,流动性风险,库存现金,word2vec,2,2,0.0
2025,liquidity,流动性风险,现金结算,word2vec,1,1,0.0
2025,liquidity,流动性风险,现金额,word2vec,1,1,0.0
2025,liquidity,流动性风险,现金,word2vec,266,122,0.008043
2025,liquidity,流动性风险,自筹资金,word2vec,0,0,0.0
2025,liquidity,流动性风险,流动资金,word2vec,3,3,0.0
2025,liquidity,流动性风险,流动,word2vec,123,42,0.00273
2025,solvency,偿债风险,资产负债率,seed,6,6,0.0
2025,solvency,偿债风险,负债,seed,366,310,0.023656
2025,solvency,偿债风险,债券,seed,746,746,0.042197
2025,solvency,偿债风险,借款,seed,134,130,0.010133
2025,solvency,偿债风险,利息,seed,180,177,0.012126
2025,solvency,偿债风险,利息保障倍数,seed,3,3,0.0
2025,solvency,偿债风险,债务,seed,224,212,0.01325
2025,solvency,偿债风险,兑付,seed,76,76,0.006663
2025,solvency,偿债风险,票面价格,word2vec,3,3,0.0
2025,solvency,偿债风险,浮息,word2vec,1,1,0.0
2025,solvency,偿债风险,抵押借款,word2vec,4,4,0.0
2025,solvency,偿债风险,筹措,word2vec,1,1,0.0
2025,solvency,偿债风险,定息,word2vec,1,1,0.0
2025,solvency,偿债风险,公司债,word2vec,125,2,0.0
2025,solvency,偿债风险,债权人,word2vec,4,4,0.0
2025,solvency,偿债风险,抵押物,word2vec,1,1,0.0
2025,solvency,偿债风险,续债,word2vec,59,1,0.0
2025,solvency,偿债风险,长短期,word2vec,1,1,0.0
2025,solvency,偿债风险,清偿债务,word2vec,10,10,0.0
2025,operation,营运风险,应收账款,seed,74,74,0.008622
2025,operation,营运风险,合同资产,seed,77,77,0.008971
2025,operation,营运风险,存货,seed,46,46,0.003734
2025,operation,营运风险,周转,seed,8,8,0.0
2025,operation,营运风险,结算,seed,24,23,0.0
2025,operation,营运风险,减值,seed,191,191,0.016964
2025,operation,营运风险,账龄,seed,33,33,0.003845
2025,operation,营运风险,坏账,seed,0,0,0.0
2025,operation,营运风险,跌价,word2vec,11,11,0.0
2025,operation,营运风险,预收款,word2vec,3,3,0.0
2025,operation,营运风险,库存商品,word2vec,5,5,0.0
2025,operation,营运风险,变现,word2vec,10,10,0.0
2025,operation,营运风险,准备,word2vec,272,246,0.011885
2025,operation,营运风险,第三阶段,word2vec,8,8,0.0
2025,operation,营运风险,应收,word2vec,288,95,0.008561
2025,operation,营运风险,第二阶段,word2vec,8,8,0.0
2025,operation,营运风险,第一阶段,word2vec,6,6,0.0
2025,operation,营运风险,应收款,word2vec,116,116,0.011105
2025,operation,营运风险,现金结算,word2vec,1,1,0.0
2025,operation,营运风险,预收,word2vec,14,11,0.0
2025,profitability,盈利风险,毛利率,seed,15,15,0.0
2025,profitability,盈利风险,净利润,seed,78,78,0.004552
2025,profitability,盈利风险,利润,seed,178,89,0.004916
2025,profitability,盈利风险,成本,seed,209,209,0.011775
2025,profitability,盈利风险,亏损,seed,32,32,0.002024
2025,profitability,盈利风险,下滑,seed,1,1,0.0
2025,profitability,盈利风险,价格波动,seed,0,0,0.0
2025,profitability,盈利风险,费用,seed,172,165,0.010103
2025,profitability,盈利风险,分配,word2vec,107,101,0.006196
2025,profitability,盈利风险,盈利,word2vec,14,14,0.0
2025,profitability,盈利风险,毛利,word2vec,17,2,0.0
2025,profitability,盈利风险,商品价格,word2vec,0,0,0.0
2025,profitability,盈利风险,成本核算,word2vec,0,0,0.0
2025,profitability,盈利风险,分配比例,word2vec,2,2,0.0
2025,profitability,盈利风险,利润表,word2vec,10,10,0.0
2025,project,项目风险,项目,seed,615,615,0.029267
2025,project,项目风险,工期,seed,4,4,0.0
2025,project,项目风险,质量,seed,95,95,0.005365
2025,project,项目风险,安全,seed,67,44,0.002378
2025,project,项目风险,分包,seed,9,9,0.0
2025,project,项目风险,索赔,seed,7,7,0.0
2025,project,项目风险,PPP,seed,7,0,0.0
2025,project,项目风险,履约,seed,44,44,0.004152
2025,project,项目风险,进度,word2vec,17,16,0.0
2025,project,项目风险,奖励,word2vec,2,2,0.0
2025,project,项目风险,安全隐患,word2vec,0,0,0.0
2025,compliance,合规风险,诉讼,seed,20,20,0.0
2025,compliance,合规风险,仲裁,seed,5,5,0.0
2025,compliance,合规风险,处罚,seed,8,8,0.0
2025,compliance,合规风险,执行,seed,69,69,0.003738
2025,compliance,合规风险,合规,seed,15,15,0.0
2025,compliance,合规风险,环保,seed,33,33,0.002127
2025,compliance,合规风险,安全生产,seed,22,22,0.002563
2025,compliance,合规风险,纠纷,seed,7,7,0.0
2025,compliance,合规风险,未决,word2vec,7,7,0.0
2025,compliance,合规风险,立案,word2vec,1,1,0.0
2025,compliance,合规风险,整改,word2vec,4,4,0.0
2025,compliance,合规风险,判决,word2vec,4,4,0.0
2025,compliance,合规风险,败诉,word2vec,2,2,0.0
2025,compliance,合规风险,管理体系,word2vec,2,2,0.0
2025,compliance,合规风险,操守,word2vec,0,0,0.0
2025,market,市场风险,市场,seed,108,101,0.00327
2025,market,市场风险,房地产,seed,136,136,0.007224
2025,market,市场风险,汇率,seed,34,34,0.002242
2025,market,市场风险,海外,seed,25,25,0.0
2025,market,市场风险,竞争,seed,40,24,0.0
2025,market,市场风险,政策,seed,120,119,0.005249
2025,market,市场风险,投资,seed,959,784,0.029724
2025,market,市场风险,需求,seed,26,24,0.0
2025,market,市场风险,即期,word2vec,9,9,0.0
2025,market,市场风险,折算,word2vec,27,27,0.002446
2025,market,市场风险,本位币,word2vec,8,8,0.0
2025,market,市场风险,无风险,word2vec,2,2,0.0
2025,market,市场风险,激烈,word2vec,2,2,0.0
2025,market,市场风险,市场占有率,word2vec,2,2,0.0
2025,market,市场风险,房地产业,word2vec,4,0,0.0
2025,market,市场风险,市场份额,word2vec,1,1,0.0
2025,market,市场风险,需求量,word2vec,2,2,0.0
2025,market,市场风险,金融市场,word2vec,0,0,0.0
2025,organizational_propagation,组织传导风险,子公司,seed,455,455,0.030421
2025,organizational_propagation,组织传导风险,担保,seed,164,163,0.011248
2025,organizational_propagation,组织传导风险,关联,seed,125,33,0.002351
2025,organizational_propagation,组织传导风险,差额补足,seed,14,14,0.0
2025,organizational_propagation,组织传导风险,集团,seed,1021,0,0.0
2025,organizational_propagation,组织传导风险,控股,seed,57,57,0.003391
2025,organizational_propagation,组织传导风险,联营,seed,154,154,0.015485
2025,organizational_propagation,组织传导风险,合营,seed,124,124,0.011934
2025,organizational_propagation,组织传导风险,支付现金,word2vec,2,1,0.0
2025,organizational_propagation,组织传导风险,贷款额度,word2vec,1,1,0.0
2025,organizational_propagation,组织传导风险,关联方,word2vec,91,91,0.008626
