year,source_file,line_no,risk_category,risk_label,matched_term,snippet
2021,2021_annual_report.txt,32,solvency,偿债风险,债券,第三节 公司简介和主要财务指标 6 第十节 债券相关情况 121
2021,2021_annual_report.txt,68,profitability,盈利风险,利润,五、 董事会决议通过的本报告期利润分配预案或公积金转增股本预案
2021,2021_annual_report.txt,72,profitability,盈利风险,利润,"为基数计算，合计拟派发现金红利4,849,364,121.87元（含税）；本次利润分配将以实施权益分派股权登记日登"
2021,2021_annual_report.txt,74,profitability,盈利风险,利润,每股分配比例，并将另行公告具体调整情况。上述利润分配预案已经公司第五届董事会第十四次会议审议通过，
2021,2021_annual_report.txt,81,market,市场风险,投资,年报中涉及未来计划等前瞻性陈述，不构成公司对投资者的实质承诺，请投资者注意投资风险。
2021,2021_annual_report.txt,84,liquidity,流动性风险,资金,七、 是否存在被控股股东及其关联方非经营性占用资金情况
2021,2021_annual_report.txt,84,organizational_propagation,组织传导风险,关联,七、 是否存在被控股股东及其关联方非经营性占用资金情况
2021,2021_annual_report.txt,84,organizational_propagation,组织传导风险,控股,七、 是否存在被控股股东及其关联方非经营性占用资金情况
2021,2021_annual_report.txt,90,organizational_propagation,组织传导风险,担保,八、 是否存在违反规定决策程序对外提供担保的情况
2021,2021_annual_report.txt,133,organizational_propagation,组织传导风险,集团,中铁工 指 中国铁路工程集团有限公司
2021,2021_annual_report.txt,145,organizational_propagation,组织传导风险,集团,中铁长江院 指 中铁长江交通设计集团有限公司
2021,2021_annual_report.txt,148,organizational_propagation,组织传导风险,集团,中铁水利院 指 中铁水利水电规划设计集团有限公司
2021,2021_annual_report.txt,151,organizational_propagation,组织传导风险,集团,中铁装备 指 中铁工程装备集团有限公司
2021,2021_annual_report.txt,154,market,市场风险,投资,中国铁工投资 指 中国铁工投资建设集团有限公司
2021,2021_annual_report.txt,154,organizational_propagation,组织传导风险,集团,中国铁工投资 指 中国铁工投资建设集团有限公司
2021,2021_annual_report.txt,157,market,市场风险,海外,中海外 指 中国海外工程有限责任公司
2021,2021_annual_report.txt,163,market,市场风险,竞争,四强五优 指 创新能力强、竞争能力强、抗风险能力强、发展能力强，人才优
2021,2021_annual_report.txt,182,project,项目风险,安全,系）；“8”，指强化“八个”到位（安全意识到位、队伍建设到位、安
2021,2021_annual_report.txt,183,project,项目风险,安全,全投入到位、刚性交底到位、红线卡控到位、隐患排查到位、安全
2021,2021_annual_report.txt,190,project,项目风险,PPP,PPP 指 Public-Private-Partnership，政府和社会资本合作
2021,2021_annual_report.txt,213,project,项目风险,质量,三个转变 指 推动中国制造向中国创造转变、中国速度向中国质量转变、中国产
2021,2021_annual_report.txt,220,market,市场风险,政策,国企改革三年行动 指 国有企业改革“1+N”政策体系和顶层设计行动
2021,2021_annual_report.txt,231,profitability,盈利风险,净利润,新签订单 营业总收入 净利润
2021,2021_annual_report.txt,231,profitability,盈利风险,利润,新签订单 营业总收入 净利润
2021,2021_annual_report.txt,250,profitability,盈利风险,利润,归属上市公司股东的 归属上市公司股东的扣除 息税折旧摊销前利润
2021,2021_annual_report.txt,251,profitability,盈利风险,净利润,净利润 非经常性损益后的净利润 (EBITDA)
2021,2021_annual_report.txt,251,profitability,盈利风险,利润,净利润 非经常性损益后的净利润 (EBITDA)
2021,2021_annual_report.txt,268,solvency,偿债风险,资产负债率,基本每股收益 基本每股收益 资产负债率
2021,2021_annual_report.txt,268,solvency,偿债风险,负债,基本每股收益 基本每股收益 资产负债率
2021,2021_annual_report.txt,296,compliance,合规风险,执行,董事长、执行董事、党委书记
2021,2021_annual_report.txt,301,market,市场风险,投资,尊敬的各位股东、各位投资者 ：
2021,2021_annual_report.txt,304,project,项目风险,质量,院决策部署以及国资委工作要求，高举“开路先锋”大旗，聚焦高质量发展，强化战略引领，坚持“123456”工作策略，
2021,2021_annual_report.txt,306,market,市场风险,市场,35位，实现了“十四五”开门红，向党和国家、资本市场交出亮丽成绩单。
2021,2021_annual_report.txt,310,project,项目风险,质量,点工程以及京哈、张吉怀、牡佳等多条高速铁路 ；高起点高标准高质量推进川藏铁路这一重大世纪工程建设 ；深入实践
2021,2021_annual_report.txt,312,compliance,合规风险,环保,证下通车运营 ；落实生态环保各项措施，积极参与长江黄河流域生态保护 ；深度参与全面脱贫与乡村振兴有效衔接，投
2021,2021_annual_report.txt,317,market,市场风险,投资,公司总部“职能管理、生产经营管理、监督保障”三大系统，优化经营体制机制，推进投资公司专业化差异化实体化发
2021,2021_annual_report.txt,318,organizational_propagation,组织传导风险,子公司,展，出台加强董事会建设、完善母子公司治理、深化三项制度改革等一系列重大举措，推动中国特色现代企业制度更加
2021,2021_annual_report.txt,338,project,项目风险,安全,一年来，我们强化企业风控，以依法合规管理的有力有效彰显了“开路先锋”的治企理念。统筹发展与安全，坚持安不
2021,2021_annual_report.txt,338,compliance,合规风险,合规,一年来，我们强化企业风控，以依法合规管理的有力有效彰显了“开路先锋”的治企理念。统筹发展与安全，坚持安不
2021,2021_annual_report.txt,339,project,项目风险,项目,忘危、治不忘乱，主动排雷、精准拆弹，全面核查子公司风险要素，成功化解“大马城”项目风险，不断提升风险防控
2021,2021_annual_report.txt,339,organizational_propagation,组织传导风险,子公司,忘危、治不忘乱，主动排雷、精准拆弹，全面核查子公司风险要素，成功化解“大马城”项目风险，不断提升风险防控
2021,2021_annual_report.txt,340,compliance,合规风险,合规,能力。加强“法治中铁、合规中铁、廉洁中铁”建设，培育“心中有法、行必依法、决策问法、治理靠法”的法治文化。
2021,2021_annual_report.txt,341,project,项目风险,安全,构建全面风险管理体系，将风险管理嵌入企业生产经营各个环节，重点防范化解潜在系统性风险，筑牢安全发展“防火
2021,2021_annual_report.txt,344,project,项目风险,质量,一年来，我们加强党的领导，以高质量党建的引领保障彰显了“开路先锋”的政治本色。围绕“学党史”“庆百年”，广
2021,2021_annual_report.txt,347,project,项目风险,质量,度融合 ；匹配企业高质量发展需要，打造高素质专业化干部人才队伍 ；持续深化作风建设，大力弘扬伟大建党精神，高
2021,2021_annual_report.txt,353,project,项目风险,质量,理现代”的世界一流企业，以高质量发展服务国家、奉献社会、回报股东、回馈员工！
2021,2021_annual_report.txt,441,operation,营运风险,结算,公司A股股份登记处 名称 中国证券登记结算有限责任公司上海分公司
2021,2021_annual_report.txt,465,profitability,盈利风险,净利润,"归属于上市公司股东的净利润 27,617,610 25,187,793 9.65 23,677,567"
2021,2021_annual_report.txt,465,profitability,盈利风险,利润,"归属于上市公司股东的净利润 27,617,610 25,187,793 9.65 23,677,567"
2021,2021_annual_report.txt,467,profitability,盈利风险,净利润,"非经常性损益的净利润 26,060,894 21,835,586 19.35 17,893,515"
2021,2021_annual_report.txt,467,profitability,盈利风险,利润,"非经常性损益的净利润 26,060,894 21,835,586 19.35 17,893,515"
2021,2021_annual_report.txt,468,liquidity,流动性风险,现金流,"经营活动产生的现金流量净额 13,069,466 30,994,071 -57.83 22,197,786"
2021,2021_annual_report.txt,505,profitability,盈利风险,净利润,（一）同时按照国际会计准则与按中国会计准则披露的财务报告中净利润和归属于上市公司股东的净资产差异情况
2021,2021_annual_report.txt,505,profitability,盈利风险,利润,（一）同时按照国际会计准则与按中国会计准则披露的财务报告中净利润和归属于上市公司股东的净资产差异情况
2021,2021_annual_report.txt,509,profitability,盈利风险,净利润,归属于上市公司股东的净利润 归属于上市公司股东的净资产
2021,2021_annual_report.txt,509,profitability,盈利风险,利润,归属于上市公司股东的净利润 归属于上市公司股东的净资产
2021,2021_annual_report.txt,515,project,项目风险,项目,按国际会计准则调整的项目及金额 ：
2021,2021_annual_report.txt,520,profitability,盈利风险,净利润,（二）同时按照境外会计准则与按中国会计准则披露的财务报告中净利润和归属于上市公司股东的净资产差异情况
2021,2021_annual_report.txt,520,profitability,盈利风险,利润,（二）同时按照境外会计准则与按中国会计准则披露的财务报告中净利润和归属于上市公司股东的净资产差异情况
2021,2021_annual_report.txt,535,profitability,盈利风险,净利润,"归属于上市公司股东的净利润 6,485,448 6,610,665 7,550,431 6,971,066"
2021,2021_annual_report.txt,535,profitability,盈利风险,利润,"归属于上市公司股东的净利润 6,485,448 6,610,665 7,550,431 6,971,066"
2021,2021_annual_report.txt,537,profitability,盈利风险,净利润,"非经常性损益后的净利润 6,317,922 5,486,832 7,524,715 6,731,425"
2021,2021_annual_report.txt,537,profitability,盈利风险,利润,"非经常性损益后的净利润 6,317,922 5,486,832 7,524,715 6,731,425"
2021,2021_annual_report.txt,538,liquidity,流动性风险,现金流,"经营活动产生的现金流量净额 -29,835,219 -29,043,319 9,057,453 62,890,551"
2021,2021_annual_report.txt,551,project,项目风险,项目,十、非经常性损益项目和金额
2021,2021_annual_report.txt,554,project,项目风险,项目,非经常性损益项目 2021年金额 2020年金额 2019年金额
2021,2021_annual_report.txt,558,market,市场风险,政策,相关，符合国家政策规定、按照一定标准定额或定量
2021,2021_annual_report.txt,560,liquidity,流动性风险,资金,"计入当期损益的对非金融企业收取的资金占用费 1,061,793 1,527,368 1,338,179"
2021,2021_annual_report.txt,561,solvency,偿债风险,债务,"债务重组损益 1,910 36,836 32,990"
2021,2021_annual_report.txt,563,liquidity,流动性风险,融资,交易性金融资产、衍生金融资产、交易性金融负债、
2021,2021_annual_report.txt,563,solvency,偿债风险,负债,交易性金融资产、衍生金融资产、交易性金融负债、
2021,2021_annual_report.txt,564,solvency,偿债风险,负债,衍生金融负债产生的公允价值变动损益，以及处置
2021,2021_annual_report.txt,565,liquidity,流动性风险,融资,交易性金融资产、衍生金融资产、交易性金融负债、
2021,2021_annual_report.txt,565,solvency,偿债风险,负债,交易性金融资产、衍生金融资产、交易性金融负债、
2021,2021_annual_report.txt,566,solvency,偿债风险,负债,"衍生金融负债和其他债权投资取得的投资收益 -417,502 321,554 287,958"
2021,2021_annual_report.txt,566,market,市场风险,投资,"衍生金融负债和其他债权投资取得的投资收益 -417,502 321,554 287,958"
2021,2021_annual_report.txt,567,operation,营运风险,合同资产,"单独进行减值测试的应收款项、合同资产减值准备转回 699,070 1,281,140 73,991"
2021,2021_annual_report.txt,567,operation,营运风险,减值,"单独进行减值测试的应收款项、合同资产减值准备转回 699,070 1,281,140 73,991"
2021,2021_annual_report.txt,576,project,项目风险,项目,"注 ： 2019年度非经常性损益项目“非流动资产处置损益”包含公司出售中铁高速51%股权所形成的收益4,955,155千元，出售情况详见公司于"
2021,2021_annual_report.txt,577,organizational_propagation,组织传导风险,子公司,2019年12月17日在上海证券交易所披露的《中国中铁股份有限公司关于下属子公司中铁交通出售中铁高速51%股权及相关债权的公告》
2021,2021_annual_report.txt,581,project,项目风险,项目,将《公开发行证券的公司信息披露解释性公告第1号 － 非经常性损益》中列举的非经常性损益项目界定为经常性损
2021,2021_annual_report.txt,582,project,项目风险,项目,益项目的情况说明
2021,2021_annual_report.txt,591,project,项目风险,项目,十一、采用公允价值计量的项目
2021,2021_annual_report.txt,595,project,项目风险,项目,项目名称 期初余额 期末余额 当期变动 的影响金额
2021,2021_annual_report.txt,597,liquidity,流动性风险,融资,"交易性金融资产 5,057,604 7,154,251 2,096,647 -823,869"
2021,2021_annual_report.txt,598,liquidity,流动性风险,融资,"衍生金融资产 160,000 149,399 -10,601 -10,601"
2021,2021_annual_report.txt,599,liquidity,流动性风险,融资,"应收款项融资 522,438 526,055 3,617 0"
2021,2021_annual_report.txt,600,market,市场风险,投资,"其他权益工具投资 9,668,029 12,163,573 2,495,544 84,993"
2021,2021_annual_report.txt,601,liquidity,流动性风险,融资,"其他非流动金融资产 10,563,975 12,294,385 1,730,410 1,041,858"
2021,2021_annual_report.txt,602,solvency,偿债风险,负债,"交易性金融负债 -64,902 -53,857 11,045 11,045"
2021,2021_annual_report.txt,603,solvency,偿债风险,负债,"衍生金融负债 0 -68,102 -68,102 -68,102"
2021,2021_annual_report.txt,624,compliance,合规风险,执行,执行董事、总裁、党委副书记
2021,2021_annual_report.txt,633,profitability,盈利风险,净利润,利润304.7亿元，同比增长11.82% ；归属于上市公司股东的净利润276.18亿元，同比增长9.65% ；息税折旧摊
2021,2021_annual_report.txt,633,profitability,盈利风险,利润,利润304.7亿元，同比增长11.82% ；归属于上市公司股东的净利润276.18亿元，同比增长9.65% ；息税折旧摊
2021,2021_annual_report.txt,634,solvency,偿债风险,资产负债率,销前利润(EBITDA)606.59 亿元，同比增长9.64% ；应收账款周转率由同期的8.66 次提升至8.67 次 ；资产负债率
2021,2021_annual_report.txt,634,solvency,偿债风险,负债,销前利润(EBITDA)606.59 亿元，同比增长9.64% ；应收账款周转率由同期的8.66 次提升至8.67 次 ；资产负债率
2021,2021_annual_report.txt,634,operation,营运风险,应收账款,销前利润(EBITDA)606.59 亿元，同比增长9.64% ；应收账款周转率由同期的8.66 次提升至8.67 次 ；资产负债率
2021,2021_annual_report.txt,634,operation,营运风险,周转,销前利润(EBITDA)606.59 亿元，同比增长9.64% ；应收账款周转率由同期的8.66 次提升至8.67 次 ；资产负债率
2021,2021_annual_report.txt,634,profitability,盈利风险,利润,销前利润(EBITDA)606.59 亿元，同比增长9.64% ；应收账款周转率由同期的8.66 次提升至8.67 次 ；资产负债率
2021,2021_annual_report.txt,635,project,项目风险,质量,73.68%，较期初减少0.22个百分点，实现了公司经营规模、效益、质量连年迈上新台阶。截至报告期末，公司未
2021,2021_annual_report.txt,648,market,市场风险,市场,—— 坚持经营龙头地位，市场竞争能力不断提升。公司业务板块结构不断优化，区域经营效能持续协同发力，
2021,2021_annual_report.txt,648,market,市场风险,竞争,—— 坚持经营龙头地位，市场竞争能力不断提升。公司业务板块结构不断优化，区域经营效能持续协同发力，
2021,2021_annual_report.txt,649,project,项目风险,质量,投资质量效益稳步提升。在传统基建市场继续保持龙头地位，其中铁路市场继续保持领先，房建、市政、城轨市
2021,2021_annual_report.txt,649,market,市场风险,市场,投资质量效益稳步提升。在传统基建市场继续保持龙头地位，其中铁路市场继续保持领先，房建、市政、城轨市
2021,2021_annual_report.txt,649,market,市场风险,投资,投资质量效益稳步提升。在传统基建市场继续保持龙头地位，其中铁路市场继续保持领先，房建、市政、城轨市
2021,2021_annual_report.txt,651,project,项目风险,项目,承揽5G项目、风电及光伏项目、生态治理工程等约440 亿元，港口航道、机场工程市场新签订单分别同比增长
2021,2021_annual_report.txt,651,market,市场风险,市场,承揽5G项目、风电及光伏项目、生态治理工程等约440 亿元，港口航道、机场工程市场新签订单分别同比增长
2021,2021_annual_report.txt,664,project,项目风险,项目,—— 聚焦源头强本固基，运行管控成效日益显现。2021年，公司聚焦项目管理提升、降本增效这个主题，狠抓项
2021,2021_annual_report.txt,665,project,项目风险,项目,目履约管理，召开项目管理提升会，专题研究效益提升工作，探索推行大商务管理，强化重视项目、聚焦项目、
2021,2021_annual_report.txt,665,project,项目风险,履约,目履约管理，召开项目管理提升会，专题研究效益提升工作，探索推行大商务管理，强化重视项目、聚焦项目、
2021,2021_annual_report.txt,666,project,项目风险,项目,全项目导向型管理，从根本上提高基层基础管理的效益水平 ；围绕“两利四率”考核指标，强化过程管控，通过
2021,2021_annual_report.txt,667,project,项目风险,质量,提升经营规模质量、重塑业绩考核体系、完善制度业务流程、加强风险合规管理、实施经济运行预警等一系列措
2021,2021_annual_report.txt,667,compliance,合规风险,合规,提升经营规模质量、重塑业绩考核体系、完善制度业务流程、加强风险合规管理、实施经济运行预警等一系列措
2021,2021_annual_report.txt,668,project,项目风险,质量,施，把高质量发展的总要求贯穿到了生产经营、改革发展、提质增效全过程各环节。
2021,2021_annual_report.txt,671,market,市场风险,市场,—— 推进改革三年行动，市场化改革迈出坚实步伐。2021 年，公司以国企改革三年行动为契机，聚焦关键问题
2021,2021_annual_report.txt,672,market,市场风险,市场,深入改革，持续完善中国特色现代企业制度、持续深化混合所有制改革、持续健全市场化经营机制。全年，完成
2021,2021_annual_report.txt,674,liquidity,流动性风险,现金流,探索 ；深入开展对标世界一流管理提升行动，三家子公司入选国资委管理提升标杆企业，工程项目现金流自平衡
2021,2021_annual_report.txt,674,project,项目风险,项目,探索 ；深入开展对标世界一流管理提升行动，三家子公司入选国资委管理提升标杆企业，工程项目现金流自平衡
2021,2021_annual_report.txt,674,organizational_propagation,组织传导风险,子公司,探索 ；深入开展对标世界一流管理提升行动，三家子公司入选国资委管理提升标杆企业，工程项目现金流自平衡
2021,2021_annual_report.txt,675,project,项目风险,项目,管理入选标杆项目 ；全面深入推行任期制和契约化管理，重塑二级单位和工程项目考核分配体系，强化以业绩贡
2021,2021_annual_report.txt,676,market,市场风险,市场,献决定薪酬水平的导向，首次启动限制性股票激励计划，13家科技型企业实施岗位分红激励，市场化改革成效初
2021,2021_annual_report.txt,687,project,项目风险,安全,—— 投身“一带一路”建设，海外发展实现逆势上扬。面对全球疫情波折反复、安全局势动荡不定等不利因素，海
2021,2021_annual_report.txt,687,market,市场风险,海外,—— 投身“一带一路”建设，海外发展实现逆势上扬。面对全球疫情波折反复、安全局势动荡不定等不利因素，海
2021,2021_annual_report.txt,688,project,项目风险,项目,外新签合同增速居建筑央企之首 ；海外生产势头良好，“一带一路”重点项目建设取得重大进展，中老铁路全线通
2021,2021_annual_report.txt,688,market,市场风险,海外,外新签合同增速居建筑央企之首 ；海外生产势头良好，“一带一路”重点项目建设取得重大进展，中老铁路全线通
2021,2021_annual_report.txt,691,market,市场风险,海外,实现全球销量第一 ；海外矿产资源开发、销售总体保持稳定，铜金属、钴金属产量均创历史新高。
2021,2021_annual_report.txt,705,market,市场风险,投资,局发布数据来看，全国固定资产投资全年累计同比增长4.9%，规模虽保持高位运行，但大幅低于同
2021,2021_annual_report.txt,706,solvency,偿债风险,债务,期8.1%的GDP增速，尤其是在专项债发行后置、隐性债务风险防范化解、房地产调控趋严、疫情反
2021,2021_annual_report.txt,706,market,市场风险,房地产,期8.1%的GDP增速，尤其是在专项债发行后置、隐性债务风险防范化解、房地产调控趋严、疫情反
2021,2021_annual_report.txt,707,market,市场风险,市场,复、能耗双控及上游价格上行供给冲击、下游内需收缩、市场预期转弱等多因素的共同作用下，呈现
2021,2021_annual_report.txt,708,market,市场风险,投资,有效投资需求不足的特点。全年，全国完成交通固定资产投资3.6万亿元，同比增长约4%，增速略有
2021,2021_annual_report.txt,708,market,市场风险,需求,有效投资需求不足的特点。全年，全国完成交通固定资产投资3.6万亿元，同比增长约4%，增速略有
2021,2021_annual_report.txt,709,market,市场风险,投资,"放缓但仍保持高位运行。铁路方面，全国铁路完成固定资产投资7,489亿元，同比下降4.2%，投产新"
2021,2021_annual_report.txt,711,market,市场风险,投资,万公里）。城市轨道交通方面，全年城市轨道交通投资额持续增长建设速度稳健提升，继续保持以地铁
2021,2021_annual_report.txt,714,market,市场风险,投资,"公里，占比78.9%。水利建设方面，全国完成水利建设投资7,576亿元，150项重大水利工程已批复67"
2021,2021_annual_report.txt,725,profitability,盈利风险,利润,运、物流和原材料价格暴涨和人民币升值因素，导致项目履约成本攀升，利润空间受到挤压 ；部分地
2021,2021_annual_report.txt,725,profitability,盈利风险,成本,运、物流和原材料价格暴涨和人民币升值因素，导致项目履约成本攀升，利润空间受到挤压 ；部分地
2021,2021_annual_report.txt,725,project,项目风险,项目,运、物流和原材料价格暴涨和人民币升值因素，导致项目履约成本攀升，利润空间受到挤压 ；部分地
2021,2021_annual_report.txt,725,project,项目风险,履约,运、物流和原材料价格暴涨和人民币升值因素，导致项目履约成本攀升，利润空间受到挤压 ；部分地
2021,2021_annual_report.txt,726,profitability,盈利风险,成本,区安全环境恶化，各类境外安全事件频发 ；部分国家税收政策变化增加了我国企业海外经营成本，这
2021,2021_annual_report.txt,726,project,项目风险,安全,区安全环境恶化，各类境外安全事件频发 ；部分国家税收政策变化增加了我国企业海外经营成本，这
2021,2021_annual_report.txt,726,market,市场风险,海外,区安全环境恶化，各类境外安全事件频发 ；部分国家税收政策变化增加了我国企业海外经营成本，这
2021,2021_annual_report.txt,726,market,市场风险,政策,区安全环境恶化，各类境外安全事件频发 ；部分国家税收政策变化增加了我国企业海外经营成本，这
2021,2021_annual_report.txt,730,project,项目风险,项目,"中，我国企业在“一带一路”沿线的60个国家新签对外承包工程项目合同6,257份，新签合同额8,647.6"
2021,2021_annual_report.txt,746,project,项目风险,项目,工程建设项目的前端，更贯穿工程建设项目的全生命周期，为项目决策与实施提供全过程技术和管理服务，
2021,2021_annual_report.txt,747,project,项目风险,项目,对于提高工程项目的投资效益和社会效益具有重要支撑作用，是工程建设的关键环节。当前国家积极推动高
2021,2021_annual_report.txt,747,market,市场风险,投资,对于提高工程项目的投资效益和社会效益具有重要支撑作用，是工程建设的关键环节。当前国家积极推动高
2021,2021_annual_report.txt,749,project,项目风险,质量,展，长江经济带、粤港澳大湾区建设、长三角一体化发展、黄河流域生态保护和高质量发展等区域重大战略
2021,2021_annual_report.txt,751,market,市场风险,市场,键时期，为企业提供了更多的市场机会，而作为工程建设的灵魂和先导，勘察设计与咨询服务行业市场国内
2021,2021_annual_report.txt,752,market,市场风险,海外,仍有增长空间，海外也仍有提升空间。然而，纵观目前勘察设计与咨询服务行业发展格局，可以看出，大多
2021,2021_annual_report.txt,753,market,市场风险,政策,数细分行业发展情况与国家投资拉动性政策密切相关。随着中国经济转型和产业结构调整，固定资产投资的
2021,2021_annual_report.txt,753,market,市场风险,投资,数细分行业发展情况与国家投资拉动性政策密切相关。随着中国经济转型和产业结构调整，固定资产投资的
2021,2021_annual_report.txt,754,market,市场风险,竞争,相应调整将促使行业竞争更加激烈和复杂 ；各种区域性发展规划的密集出台，也将促使行业格局更凸显区域
2021,2021_annual_report.txt,755,market,市场风险,市场,性需求变化特征。未来，勘察设计与咨询服务行业发展将保持持续增长与竞争加剧并存、市场需求驱动与企
2021,2021_annual_report.txt,755,market,市场风险,竞争,性需求变化特征。未来，勘察设计与咨询服务行业发展将保持持续增长与竞争加剧并存、市场需求驱动与企
2021,2021_annual_report.txt,755,market,市场风险,需求,性需求变化特征。未来，勘察设计与咨询服务行业发展将保持持续增长与竞争加剧并存、市场需求驱动与企
2021,2021_annual_report.txt,756,market,市场风险,竞争,业内生变革驱动并存、竞争格局深化演进与商业模式创新加速并存的格局。
2021,2021_annual_report.txt,763,project,项目风险,安全,加快建设交通强国，打造系统完备、高效实用、智能绿色、安全可靠的现代化基础设施体系。这一年，我
2021,2021_annual_report.txt,765,market,市场风险,市场,建设市场发展蓬勃有力，为基建高端装备提供了广阔的应用空间，为工程设备与零部件制造企业提供了广阔
2021,2021_annual_report.txt,766,market,市场风险,市场,市场机遇。2021年全国规模以上工业增加值比上年增长9.6%，其中装备制造业增加值比上年增长9.8%。
2021,2021_annual_report.txt,768,project,项目风险,质量,随着《关于加快推动制造服务业高质量发展的意见》 《“十四
2021,2021_annual_report.txt,769,market,市场风险,政策,五”智能制造发展规划》等政策文件的相继发布，将推动实现制造业与制造服务业耦合共生、相融相长 ；引
2021,2021_annual_report.txt,771,project,项目风险,质量,能化、数字化、网络化、轻量化持续赋能装备制造业不断拓展应用领域，不断推动我国装备制造业高质量发
2021,2021_annual_report.txt,772,market,市场风险,竞争,展。“十四五”期间，装备制造业发展仍前景广阔，存量更新与新增需求并重，但行业竞争加剧、固定资产投
2021,2021_annual_report.txt,772,market,市场风险,需求,展。“十四五”期间，装备制造业发展仍前景广阔，存量更新与新增需求并重，但行业竞争加剧、固定资产投
2021,2021_annual_report.txt,773,compliance,合规风险,环保,资导向调整也将使市场环境发生新的变化，一方面将促使装备制造业在环保产业、新能源装备等方面抢占先
2021,2021_annual_report.txt,773,market,市场风险,市场,资导向调整也将使市场环境发生新的变化，一方面将促使装备制造业在环保产业、新能源装备等方面抢占先
2021,2021_annual_report.txt,774,market,市场风险,需求,机 ；另一方面也将对未来隧道施工装备、城市轨道交通道岔产品以及电气化器材等产品的需求带来不确定影
2021,2021_annual_report.txt,778,market,市场风险,房地产,（四）房地产开发
2021,2021_annual_report.txt,779,liquidity,流动性风险,融资,2021年房地产业政策面总体表现为前紧后松。前三季度监管从房企融资、住房贷款、土地出让等多方发力
2021,2021_annual_report.txt,779,market,市场风险,房地产,2021年房地产业政策面总体表现为前紧后松。前三季度监管从房企融资、住房贷款、土地出让等多方发力
2021,2021_annual_report.txt,779,market,市场风险,政策,2021年房地产业政策面总体表现为前紧后松。前三季度监管从房企融资、住房贷款、土地出让等多方发力
2021,2021_annual_report.txt,780,market,市场风险,房地产,限制房地产行业过度扩张，房企信用风险出现集中释放 ；9月后，监管层密集释放维稳信号，房地产行业迎
2021,2021_annual_report.txt,781,market,市场风险,市场,来监管政策缓和期，但短期内仍不足以遏制房企风险暴露，部分房企风险出清仍在持续。土地市场成交方
2021,2021_annual_report.txt,781,market,市场风险,政策,来监管政策缓和期，但短期内仍不足以遏制房企风险暴露，部分房企风险出清仍在持续。土地市场成交方
2021,2021_annual_report.txt,782,market,市场风险,市场,面，伴随集中供地政策持续规范土地市场交易，下半年市场逐步回归理性，全国土地成交量保持平稳，成交
2021,2021_annual_report.txt,782,market,市场风险,政策,面，伴随集中供地政策持续规范土地市场交易，下半年市场逐步回归理性，全国土地成交量保持平稳，成交
2021,2021_annual_report.txt,783,market,市场风险,房地产,"金额有合理增长。根据国家统计局数据，2021年房地产开发企业土地购置面积21,590万平方米，同比下降"
2021,2021_annual_report.txt,784,market,市场风险,市场,"15.5% ；土地成交价款17,756亿元，同比增长2.8%。商品房市场成交量方面，全年整体成交量保持平稳，"
2021,2021_annual_report.txt,785,market,市场风险,房地产,"住宅、办公和商业用房成交面积与上年度接近，略微波动。全年全国房地产开发投资147,602亿元，同比增"
2021,2021_annual_report.txt,785,market,市场风险,投资,"住宅、办公和商业用房成交面积与上年度接近，略微波动。全年全国房地产开发投资147,602亿元，同比增"
2021,2021_annual_report.txt,786,market,市场风险,投资,"长4.4%，其中，住宅投资111,173亿元 ；全国商品房销售面积179,433万平方米，同比增长1.9%，其中，"
2021,2021_annual_report.txt,789,market,市场风险,房地产,租赁住房开工建设和筹集94万套。房地产企业竞争格局方面，数据显示全国房地产企业销售业绩呈现上半年
2021,2021_annual_report.txt,789,market,市场风险,竞争,租赁住房开工建设和筹集94万套。房地产企业竞争格局方面，数据显示全国房地产企业销售业绩呈现上半年
2021,2021_annual_report.txt,790,market,市场风险,房地产,快速增长，下半年逐步回落的情况，全年销售规模维持小幅增长局面。受政策影响，主要房地产企业年内投
2021,2021_annual_report.txt,790,market,市场风险,政策,快速增长，下半年逐步回落的情况，全年销售规模维持小幅增长局面。受政策影响，主要房地产企业年内投
2021,2021_annual_report.txt,791,market,市场风险,投资,资强度增幅趋缓，投资增长集中在中部区域和东部区域。
2021,2021_annual_report.txt,806,market,市场风险,市场,扰动，大宗商品价格迎来普涨。但从未来市场走势来看，在利多因素集聚不断推高大宗商品价格的同
2021,2021_annual_report.txt,808,market,市场风险,政策,控政策不断加码，大宗商品价格回调，全年整体呈现高位震荡运行态势。
2021,2021_annual_report.txt,812,market,市场风险,政策,2021年，全球疫情反弹，大宗商品价格大幅上涨，发达经济体通胀攀升，主要发达经济体货币政策转
2021,2021_annual_report.txt,813,market,市场风险,市场,向加快，国际金融市场震荡加大。我国经济持续稳定恢复，稳健的货币政策灵活精准、合理适度，全
2021,2021_annual_report.txt,813,market,市场风险,政策,向加快，国际金融市场震荡加大。我国经济持续稳定恢复，稳健的货币政策灵活精准、合理适度，全
2021,2021_annual_report.txt,814,liquidity,流动性风险,融资,年金融市场整体平稳运行。货币市场利率平稳，货币信贷和社会融资规模合理增长，信贷结构不断优
2021,2021_annual_report.txt,814,market,市场风险,市场,年金融市场整体平稳运行。货币市场利率平稳，货币信贷和社会融资规模合理增长，信贷结构不断优
2021,2021_annual_report.txt,815,liquidity,流动性风险,融资,化，社会综合融资成本稳中有降 ；证券市场改革和制度建设不断完善，多层次资本市场体系进一步健
